6400 10 -10 50 0

6250 14 140 -10 50
6280 14 110 -10 50
6300 14 170 -10 50
6340 14 120 -10 50
6310 14 190 -10 50

6410 15 100 -10 0
6440 15 170 -10 0
6440 15 190 -10 0

6510 15 200 -10 0
6520 15 170 -10 0
6520 15 190 -10 0
6530 15 200 -10 0
6540 15 170 -10 0
6540 15 190 -10 0
6560 15 200 -10 0
6570 15 170 -10 0
6570 15 190 -10 0

6470 14 140 -10 50
6490 14 140 -10 50
6510 14 140 -10 50
6510 14 110 -10 50
6510 14 170 -10 50
6510 14 200 -10 50
6510 14 80 -10 50

6530 14 140 -10 50
6530 14 110 -10 50
6530 14 170 -10 50
6530 14 200 -10 50
6530 14 80 -10 50

6400 11 -10 80 0
6450 10 290 80 0
6480 10 290 80 0
6520 11 -10 80 0
6570 11 -10 80 0

6610 15 110 -10 0
6620 15 40 -10 0
6620 15 150 -10 0
6630 15 120 -10 0
6640 15 60 -10 0
6640 15 20 -10 0
6660 15 120 -10 0
6670 15 60 -10 0
6670 15 150 -10 0

6680 9 80 300 150
6680 9 200 300 150
6720 9 140 300 150

6710 15 110 -10 0
6720 15 130 -10 0
6720 15 10 -10 0
6730 15 120 -10 0
6740 15 130 -10 0
6740 15 20 -10 0
6760 15 120 -10 0
6770 15 60 -10 0
6770 15 200 -10 0

6810 9 80 350 100
6780 9 200 350 50
6790 9 140 350 150
6800 9 80 350 100
6790 9 200 350 150
6850 9 140 350 50
6850 9 80 350 100
6850 9 200 350 150
6850 9 140 350 50

6910 15 200 -10 0
6920 15 170 -10 0
6920 15 190 -10 0
6930 15 200 -10 0
6940 15 170 -10 0
6940 15 190 -10 0
6960 15 200 -10 0
6970 15 170 -10 0
6970 15 190 -10 0

7000 3 60 -50 0
7080 3 220 -50 0

7010 13 210 340 150
7010 13 70 340 150
7010 13 140 340 150

7030 13 70 340 150
7060 13 70 340 150
7090 13 70 340 150
7110 12 210 -100 150
7140 12 210 -100 150
7170 12 210 -100 150

7100 2 150 -10 0
7250 1 60 -10 0

7350 3 140 -50 0

7600 17 0 280 70
7650 16 280 280 70

7410 9 80 350 100
7380 9 200 350 50
7390 9 140 350 150
7400 9 80 350 100
7390 9 200 350 150
7450 9 140 350 50
7450 9 80 350 100
7450 9 200 350 150
7450 9 140 350 50

7820 3 20 -50 0
7820 3 140 -50 0
7820 3 260 -50 0

8380 20 140 -60 0
